"","Age","Job","Marital.Status","Education","Credit","Balance..euros.","Housing.Loan","Personal.Loan","Contact","Last.Contact.Day","Last.Contact.Month","Last.Contact.Duration","Campaign","Pdays","Previous","Poutcome","Subscription"
"374",25,"admin.","single","secondary","no",122,"yes","no","unknown",6,"may",286,1,-1,0,"unknown","0"
"375",48,"blue-collar","married","unknown","no",131,"yes","no","unknown",6,"may",189,1,-1,0,"unknown","0"
"376",49,"blue-collar","single","secondary","no",143,"yes","no","unknown",6,"may",83,1,-1,0,"unknown","0"
"378",43,"blue-collar","married","primary","no",98,"yes","no","unknown",6,"may",235,1,-1,0,"unknown","0"
"380",55,"blue-collar","married","secondary","no",224,"yes","no","unknown",6,"may",232,1,-1,0,"unknown","0"
"381",38,"blue-collar","married","secondary","no",757,"yes","no","unknown",6,"may",133,1,-1,0,"unknown","0"
"384",43,"admin.","married","unknown","no",350,"no","no","unknown",6,"may",437,1,-1,0,"unknown","0"
"387",57,"technician","married","unknown","no",345,"yes","no","unknown",6,"may",125,1,-1,0,"unknown","0"
"389",56,"management","married","tertiary","no",830,"yes","yes","unknown",6,"may",1201,1,-1,0,"unknown","1"
"390",58,"blue-collar","divorced","unknown","no",29,"yes","no","unknown",6,"may",253,1,-1,0,"unknown","0"
"391",60,"retired","divorced","secondary","no",545,"yes","no","unknown",6,"may",1030,1,-1,0,"unknown","1"
"392",37,"technician","married","tertiary","no",8730,"yes","no","unknown",6,"may",149,1,-1,0,"unknown","0"
"393",46,"technician","divorced","tertiary","no",477,"yes","no","unknown",6,"may",114,1,-1,0,"unknown","0"
"394",27,"admin.","married","secondary","no",4,"yes","no","unknown",6,"may",243,1,-1,0,"unknown","0"
"396",32,"technician","single","secondary","no",0,"yes","yes","unknown",6,"may",135,3,-1,0,"unknown","0"
"397",40,"admin.","single","secondary","no",263,"yes","no","unknown",6,"may",231,1,-1,0,"unknown","0"
"398",38,"admin.","married","secondary","no",1,"no","no","unknown",6,"may",76,1,-1,0,"unknown","0"
"400",47,"blue-collar","married","primary","no",206,"yes","no","unknown",6,"may",152,1,-1,0,"unknown","0"
"401",42,"housemaid","married","primary","no",17,"yes","no","unknown",6,"may",124,1,-1,0,"unknown","0"
"402",48,"technician","married","secondary","no",141,"yes","yes","unknown",6,"may",424,1,-1,0,"unknown","0"
"403",29,"self-employed","single","tertiary","no",16,"yes","no","unknown",6,"may",43,1,-1,0,"unknown","0"
"404",50,"services","married","secondary","no",206,"yes","no","unknown",6,"may",154,1,-1,0,"unknown","0"
"405",52,"technician","married","unknown","no",7,"no","no","unknown",6,"may",203,2,-1,0,"unknown","0"
"406",50,"management","married","tertiary","no",0,"no","no","unknown",6,"may",326,1,-1,0,"unknown","0"
"407",58,"retired","married","tertiary","no",0,"no","no","unknown",6,"may",393,1,-1,0,"unknown","0"
"409",38,"technician","married","secondary","no",284,"yes","no","unknown",6,"may",483,1,-1,0,"unknown","0"
"410",46,"blue-collar","married","secondary","no",1660,"yes","no","unknown",6,"may",259,1,-1,0,"unknown","0"
"411",32,"services","single","secondary","no",406,"yes","no","unknown",6,"may",227,1,-1,0,"unknown","0"
"412",51,"blue-collar","married","primary","no",230,"yes","no","unknown",6,"may",673,1,-1,0,"unknown","0"
"413",39,"admin.","single","secondary","no",-25,"yes","no","unknown",6,"may",576,1,-1,0,"unknown","0"
"414",48,"admin.","married","secondary","no",182,"yes","no","unknown",6,"may",180,2,-1,0,"unknown","0"
"415",36,"entrepreneur","married","tertiary","no",1169,"yes","no","unknown",6,"may",168,2,-1,0,"unknown","0"
"416",34,"admin.","divorced","secondary","no",67,"yes","no","unknown",6,"may",90,1,-1,0,"unknown","0"
"418",43,"unemployed","married","secondary","no",0,"yes","no","unknown",6,"may",245,1,-1,0,"unknown","0"
"419",52,"blue-collar","divorced","primary","no",55,"yes","yes","unknown",6,"may",186,1,-1,0,"unknown","0"
"420",33,"technician","married","secondary","yes",72,"yes","no","unknown",6,"may",623,1,-1,0,"unknown","0"
"422",32,"management","single","tertiary","no",151,"yes","no","unknown",6,"may",118,1,-1,0,"unknown","0"
"423",39,"admin.","single","secondary","no",113,"yes","no","unknown",6,"may",342,1,-1,0,"unknown","0"
"424",40,"blue-collar","married","secondary","no",0,"yes","no","unknown",6,"may",225,1,-1,0,"unknown","0"
"426",43,"management","married","secondary","no",375,"yes","no","unknown",6,"may",196,2,-1,0,"unknown","0"
"429",38,"technician","single","tertiary","no",4325,"yes","no","unknown",6,"may",87,1,-1,0,"unknown","0"
"430",40,"blue-collar","married","secondary","no",217,"yes","no","unknown",6,"may",195,1,-1,0,"unknown","0"
"431",55,"admin.","married","secondary","no",131,"yes","no","unknown",6,"may",744,1,-1,0,"unknown","0"
"432",42,"management","married","tertiary","no",1680,"yes","no","unknown",6,"may",765,1,-1,0,"unknown","0"
"433",39,"blue-collar","married","secondary","no",0,"yes","no","unknown",6,"may",262,1,-1,0,"unknown","0"
"435",32,"blue-collar","married","secondary","no",320,"yes","no","unknown",6,"may",198,2,-1,0,"unknown","0"
"436",55,"admin.","married","secondary","no",183,"yes","no","unknown",6,"may",150,1,-1,0,"unknown","0"
"437",45,"blue-collar","married","secondary","no",39,"no","no","unknown",6,"may",241,1,-1,0,"unknown","0"
"438",35,"management","single","tertiary","no",560,"yes","no","unknown",6,"may",181,1,-1,0,"unknown","0"
"440",35,"admin.","married","secondary","no",530,"yes","no","unknown",6,"may",149,1,-1,0,"unknown","0"
"441",49,"services","married","primary","no",61,"yes","no","unknown",6,"may",246,1,-1,0,"unknown","0"
"442",34,"technician","single","tertiary","no",242,"yes","no","unknown",6,"may",112,1,-1,0,"unknown","0"
"445",34,"technician","married","secondary","no",367,"yes","no","unknown",6,"may",140,1,-1,0,"unknown","0"
"447",39,"technician","single","unknown","no",45248,"yes","no","unknown",6,"may",1623,1,-1,0,"unknown","1"
"448",50,"self-employed","married","unknown","no",-84,"yes","no","unknown",6,"may",101,1,-1,0,"unknown","0"
"450",42,"blue-collar","married","unknown","no",132,"yes","no","unknown",6,"may",238,1,-1,0,"unknown","0"
"452",40,"services","married","secondary","no",71,"no","no","unknown",6,"may",79,1,-1,0,"unknown","0"
"455",34,"blue-collar","married","secondary","no",270,"yes","yes","unknown",6,"may",159,1,-1,0,"unknown","0"
"459",33,"blue-collar","single","secondary","yes",-60,"no","no","unknown",6,"may",243,1,-1,0,"unknown","0"
"462",39,"blue-collar","married","primary","no",0,"yes","no","unknown",6,"may",262,2,-1,0,"unknown","0"
"464",39,"unemployed","married","primary","no",408,"yes","no","unknown",6,"may",53,1,-1,0,"unknown","0"
"465",36,"services","single","primary","no",58,"yes","no","unknown",6,"may",134,1,-1,0,"unknown","0"
"467",36,"admin.","single","secondary","no",20,"yes","no","unknown",6,"may",186,1,-1,0,"unknown","0"
"468",50,"blue-collar","married","primary","no",71,"yes","no","unknown",6,"may",678,1,-1,0,"unknown","0"
"469",55,"blue-collar","married","secondary","no",52,"yes","no","unknown",6,"may",182,1,-1,0,"unknown","0"
"471",44,"services","divorced","secondary","no",424,"yes","no","unknown",6,"may",27,1,-1,0,"unknown","0"
"473",46,"blue-collar","married","unknown","no",1044,"yes","no","unknown",6,"may",43,1,-1,0,"unknown","0"
"477",50,"management","married","tertiary","no",964,"yes","no","unknown",6,"may",323,1,-1,0,"unknown","0"
"479",37,"admin.","single","secondary","no",140,"yes","no","unknown",6,"may",310,1,-1,0,"unknown","0"
"480",39,"management","single","secondary","no",1877,"yes","no","unknown",6,"may",185,1,-1,0,"unknown","0"
"481",51,"blue-collar","married","primary","no",1127,"yes","no","unknown",6,"may",47,1,-1,0,"unknown","0"
"484",43,"blue-collar","married","secondary","no",0,"no","no","unknown",6,"may",187,1,-1,0,"unknown","0"
"485",30,"services","single","secondary","no",209,"yes","no","unknown",6,"may",30,2,-1,0,"unknown","0"
"486",54,"management","divorced","primary","no",0,"no","no","unknown",6,"may",472,1,-1,0,"unknown","0"
"487",43,"blue-collar","divorced","secondary","no",110,"yes","yes","unknown",6,"may",448,1,-1,0,"unknown","0"
"488",59,"management","divorced","tertiary","no",-76,"yes","yes","unknown",6,"may",264,1,-1,0,"unknown","0"
"489",47,"technician","married","unknown","no",178,"yes","no","unknown",6,"may",169,1,-1,0,"unknown","0"
"491",32,"technician","married","secondary","no",0,"yes","no","unknown",6,"may",176,2,-1,0,"unknown","0"
"493",36,"blue-collar","married","secondary","no",0,"yes","no","unknown",6,"may",337,1,-1,0,"unknown","0"
"494",55,"unemployed","married","tertiary","no",5345,"no","no","unknown",6,"may",278,1,-1,0,"unknown","0"
"496",39,"admin.","single","secondary","no",0,"yes","no","unknown",6,"may",174,2,-1,0,"unknown","0"
"500",37,"technician","single","secondary","no",17,"yes","no","unknown",6,"may",164,1,-1,0,"unknown","0"
"502",32,"technician","single","unknown","no",-170,"no","no","unknown",6,"may",46,1,-1,0,"unknown","0"
"503",37,"management","single","tertiary","no",230,"yes","yes","unknown",6,"may",374,1,-1,0,"unknown","0"
"505",41,"blue-collar","married","secondary","no",946,"yes","no","unknown",6,"may",325,1,-1,0,"unknown","0"
"506",45,"blue-collar","married","primary","no",1297,"yes","no","unknown",6,"may",233,2,-1,0,"unknown","0"
"507",57,"retired","divorced","secondary","no",-331,"yes","no","unknown",6,"may",531,1,-1,0,"unknown","0"
"508",48,"blue-collar","single","secondary","no",44,"yes","no","unknown",6,"may",153,1,-1,0,"unknown","0"
"509",60,"retired","married","secondary","yes",15,"no","no","unknown",6,"may",80,1,-1,0,"unknown","0"
"510",26,"admin.","single","secondary","no",712,"yes","no","unknown",6,"may",232,1,-1,0,"unknown","0"
"511",58,"retired","married","secondary","no",5435,"yes","no","unknown",6,"may",118,1,-1,0,"unknown","0"
"512",34,"admin.","married","secondary","no",507,"yes","no","unknown",6,"may",190,1,-1,0,"unknown","0"
"513",55,"unemployed","divorced","secondary","no",387,"yes","no","unknown",6,"may",918,1,-1,0,"unknown","1"
"515",50,"management","divorced","secondary","no",1716,"yes","no","unknown",6,"may",82,1,-1,0,"unknown","0"
"516",49,"entrepreneur","married","secondary","no",167,"yes","yes","unknown",6,"may",198,3,-1,0,"unknown","0"
"517",44,"admin.","married","unknown","no",40,"no","yes","unknown",6,"may",160,2,-1,0,"unknown","0"
"519",31,"technician","married","secondary","no",17,"yes","yes","unknown",6,"may",120,1,-1,0,"unknown","0"
"520",34,"blue-collar","single","tertiary","no",1011,"yes","no","unknown",6,"may",136,1,-1,0,"unknown","0"
"521",46,"management","single","unknown","no",1527,"yes","no","unknown",6,"may",269,1,-1,0,"unknown","0"
"522",42,"management","married","tertiary","no",744,"no","no","unknown",6,"may",157,1,-1,0,"unknown","0"
"523",52,"admin.","married","secondary","no",484,"yes","no","unknown",6,"may",128,1,-1,0,"unknown","0"
"524",29,"management","single","tertiary","no",0,"yes","no","unknown",6,"may",211,1,-1,0,"unknown","0"
"525",53,"retired","married","primary","no",136,"yes","no","unknown",6,"may",267,2,-1,0,"unknown","0"
"527",38,"management","married","secondary","no",517,"yes","no","unknown",6,"may",288,2,-1,0,"unknown","0"
"528",46,"management","married","tertiary","no",459,"yes","no","unknown",6,"may",221,1,-1,0,"unknown","0"
"529",48,"management","divorced","unknown","no",549,"yes","no","unknown",6,"may",427,1,-1,0,"unknown","0"
"530",30,"admin.","divorced","secondary","no",83,"yes","yes","unknown",6,"may",310,1,-1,0,"unknown","0"
"531",44,"blue-collar","married","primary","no",213,"no","no","unknown",6,"may",158,1,-1,0,"unknown","0"
"532",31,"housemaid","married","primary","no",203,"yes","no","unknown",6,"may",604,3,-1,0,"unknown","0"
"533",42,"services","single","secondary","no",518,"yes","no","unknown",6,"may",198,1,-1,0,"unknown","0"
"534",40,"management","single","tertiary","no",3877,"yes","no","unknown",6,"may",145,1,-1,0,"unknown","0"
"536",45,"blue-collar","divorced","secondary","no",756,"yes","no","unknown",6,"may",179,2,-1,0,"unknown","0"
"537",48,"blue-collar","married","secondary","no",157,"yes","no","unknown",6,"may",73,1,-1,0,"unknown","0"
"538",45,"blue-collar","married","primary","no",-66,"yes","no","unknown",6,"may",263,2,-1,0,"unknown","0"
"540",34,"blue-collar","married","primary","no",-144,"yes","no","unknown",6,"may",79,2,-1,0,"unknown","0"
"541",46,"blue-collar","married","secondary","no",71,"yes","no","unknown",6,"may",416,1,-1,0,"unknown","0"
"545",40,"unemployed","single","secondary","no",11,"yes","no","unknown",6,"may",43,1,-1,0,"unknown","0"
"546",36,"admin.","married","secondary","no",639,"yes","no","unknown",6,"may",191,1,-1,0,"unknown","0"
"547",59,"blue-collar","divorced","unknown","no",124,"yes","no","unknown",6,"may",26,1,-1,0,"unknown","0"
"550",56,"services","married","secondary","no",473,"yes","no","unknown",6,"may",416,1,-1,0,"unknown","0"
"551",42,"services","divorced","secondary","no",372,"yes","yes","unknown",6,"may",121,2,-1,0,"unknown","0"
"552",30,"admin.","married","secondary","no",46,"yes","no","unknown",6,"may",114,2,-1,0,"unknown","0"
"555",33,"blue-collar","married","secondary","no",-10,"yes","no","unknown",6,"may",123,1,-1,0,"unknown","0"
"557",39,"services","divorced","primary","no",471,"yes","no","unknown",6,"may",161,2,-1,0,"unknown","0"
"558",56,"admin.","divorced","secondary","no",778,"yes","no","unknown",6,"may",149,2,-1,0,"unknown","0"
"560",42,"technician","married","secondary","no",315,"yes","no","unknown",6,"may",259,2,-1,0,"unknown","0"
"561",52,"blue-collar","married","secondary","no",3165,"no","no","unknown",6,"may",26,1,-1,0,"unknown","0"
"562",36,"admin.","divorced","secondary","no",131,"yes","no","unknown",6,"may",153,1,-1,0,"unknown","0"
"563",35,"entrepreneur","married","secondary","yes",204,"yes","no","unknown",6,"may",424,2,-1,0,"unknown","0"
"564",47,"technician","married","secondary","no",83,"yes","no","unknown",6,"may",179,2,-1,0,"unknown","0"
"565",59,"services","divorced","secondary","no",0,"yes","yes","unknown",6,"may",97,1,-1,0,"unknown","0"
"566",57,"blue-collar","married","primary","no",5431,"yes","yes","unknown",6,"may",383,1,-1,0,"unknown","0"
"567",38,"management","married","unknown","no",1759,"yes","no","unknown",6,"may",440,1,-1,0,"unknown","0"
"568",46,"unemployed","married","secondary","no",-125,"yes","no","unknown",6,"may",23,1,-1,0,"unknown","0"
"569",34,"blue-collar","married","secondary","no",0,"no","no","unknown",6,"may",195,1,-1,0,"unknown","0"
"572",56,"blue-collar","married","secondary","no",1602,"yes","no","unknown",6,"may",427,1,-1,0,"unknown","0"
"573",41,"blue-collar","single","primary","yes",-137,"yes","yes","unknown",6,"may",189,1,-1,0,"unknown","0"
"576",61,"retired","married","secondary","no",195,"yes","yes","unknown",6,"may",179,1,-1,0,"unknown","0"
"577",53,"entrepreneur","married","secondary","no",288,"no","no","unknown",6,"may",69,1,-1,0,"unknown","0"
"578",47,"technician","married","secondary","no",19,"yes","no","unknown",6,"may",105,2,-1,0,"unknown","0"
"580",46,"services","married","secondary","no",216,"yes","no","unknown",6,"may",524,2,-1,0,"unknown","0"
"581",39,"blue-collar","divorced","primary","no",190,"yes","yes","unknown",6,"may",96,2,-1,0,"unknown","0"
"582",56,"technician","divorced","secondary","no",99,"yes","no","unknown",6,"may",155,2,-1,0,"unknown","0"
"584",44,"management","married","tertiary","no",17,"yes","no","unknown",6,"may",352,2,-1,0,"unknown","0"
"585",37,"technician","married","primary","no",0,"yes","no","unknown",6,"may",76,4,-1,0,"unknown","0"
"586",35,"blue-collar","married","primary","no",0,"yes","no","unknown",6,"may",154,2,-1,0,"unknown","0"
"587",55,"blue-collar","married","secondary","no",840,"yes","no","unknown",6,"may",310,2,-1,0,"unknown","0"
"588",37,"services","married","secondary","no",358,"yes","no","unknown",6,"may",390,3,-1,0,"unknown","0"
"589",30,"technician","single","secondary","no",0,"yes","no","unknown",6,"may",369,1,-1,0,"unknown","0"
"591",36,"technician","single","secondary","no",-15,"yes","no","unknown",6,"may",341,3,-1,0,"unknown","0"
"594",48,"retired","married","secondary","no",74,"no","yes","unknown",6,"may",315,1,-1,0,"unknown","0"
"595",55,"services","divorced","secondary","no",141,"yes","no","unknown",6,"may",262,2,-1,0,"unknown","0"
"596",28,"services","divorced","secondary","no",89,"no","no","unknown",6,"may",174,2,-1,0,"unknown","0"
"597",54,"services","married","secondary","yes",0,"yes","no","unknown",6,"may",138,3,-1,0,"unknown","0"
"598",30,"blue-collar","married","secondary","no",450,"no","no","unknown",6,"may",526,2,-1,0,"unknown","0"
"599",48,"technician","married","tertiary","no",310,"no","no","unknown",6,"may",135,1,-1,0,"unknown","0"
"600",31,"self-employed","married","secondary","no",0,"yes","no","unknown",6,"may",36,5,-1,0,"unknown","0"
"601",38,"blue-collar","married","secondary","no",384,"yes","no","unknown",6,"may",1906,3,-1,0,"unknown","0"
"603",37,"services","single","unknown","no",-118,"yes","no","unknown",6,"may",147,2,-1,0,"unknown","0"
"605",51,"blue-collar","married","secondary","no",50,"yes","yes","unknown",6,"may",121,1,-1,0,"unknown","0"
